content_id,shot_no,start_sec,end_sec,role,voiceover_zh,onscreen_text_zh,figure_key,claim_ids,freshness_rule,subtitle_text_zh,source_caveat_action,canvas,final_mp4_rendered
CNT-02-SAME-LABEL-DIFFERENT-PATHS,4,29,40,EVIDENCE,2007案例里，标普500+12个月-16.3%，黄金却是+24.8%。,2007：S&P -16.3% / Gold +24.8%,FIG-CASE-B05,CLM-CASE-B03|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,2007案例里，标普500+12个月-16.3%，黄金却是+24.8%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-02-SAME-LABEL-DIFFERENT-PATHS,5,40,51,EVIDENCE,2019案例里标普500是+11.0%；2024案例里是+20.2%。,2019 与 2024：又是不同路径,FIG-CASE-B06,CLM-CASE-B03|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,2019案例里标普500是+11.0%；2024案例里是+20.2%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-02-SAME-LABEL-DIFFERENT-PATHS,6,51,62,SYNTHESIS,同一个政策阶段标签，可以和不同的增长、通胀、信用压力以及后续冲击共存。,政策标签不是完整市场状态,FIG-CASE-B07,CLM-CASE-B03|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,同一个政策阶段标签，可以和不同的增长、通胀、信用压力以及后续冲击共存。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-02-SAME-LABEL-DIFFERENT-PATHS,7,62,72,BOUNDARY,这些案例用来理解路径差异，不是挑一个单一历史模板去套当前周期。,案例 ≠ 当前预测模板,,CLM-CASE-B03|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,这些案例用来理解路径差异，不是挑一个单一历史模板去套当前周期。,closing card + caption,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,1,0,7,HOOK,降息周期里，黄金和美股会一起走吗？历史上并不总是如此。,Gold vs Equities：同阶段，不同路径,,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,降息周期里，黄金和美股会一起走吗？历史上并不总是如此。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,2,7,18,EVIDENCE,首降后黄金+12个月中位数+4.1%，最大回撤中位数5.4%。,Gold：+12M +4.1% / MDD 5.4%,FIG-PHASE-GOLD-FIRST_CUT,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,首降后黄金+12个月中位数+4.1%，最大回撤中位数5.4%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,3,18,29,EVIDENCE,标普500对应是+11.0%和14.0%；纳指是+6.0%和17.5%。,S&P / Nasdaq：终点与路径风险不同,FIG-PHASE-SP500-FIRST_CUT,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,标普500对应是+11.0%和14.0%；纳指是+6.0%和17.5%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,4,29,40,CASE,2001首降后，黄金是+4.1%，纳指却是-25.6%。,2001：Gold +4.1% vs Nasdaq -25.6%,FIG-CASE-B04,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,2001首降后，黄金是+4.1%，纳指却是-25.6%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,5,40,51,CASE,2007首降后，黄金是+24.8%，标普500是-16.3%。,2007：Gold +24.8% vs S&P -16.3%,FIG-CASE-B05,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,2007首降后，黄金是+24.8%，标普500是-16.3%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,6,51,62,SYNTHESIS,这说明Fed阶段只能提供背景，资产自身暴露和后续冲击仍然重要。,同阶段 ≠ 同方向,,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,这说明Fed阶段只能提供背景，资产自身暴露和后续冲击仍然重要。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-03-GOLD-VS-EQUITIES,7,62,72,BOUNDARY,这里不做资产优劣排名，也不是当前配置建议或市场预测。,跨资产比较 ≠ 排名/配置建议,,CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-CASE-B04|CLM-CASE-B05|CLM-CASE-B06|CLM-CASE-B07,STATIC_UNLESS_UPSTREAM_REBUILT,这里不做资产优劣排名，也不是当前配置建议或市场预测。,closing card + caption,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,1,0,7,HOOK,研究历史周期最危险的错误之一，是把后来才知道的事情塞回过去。,Hindsight Bias：时间戳也是证据,,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,研究历史周期最危险的错误之一，是把后来才知道的事情塞回过去。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,2,7,18,EVIDENCE,2001年1月首降时，后来NBER认定的2001年3月经济峰值还在未来，官方认定更晚。,2001衰退定年：RETROSPECTIVE,FIG-CTX-B04_CTX_02,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,2001年1月首降时，后来NBER认定的2001年3月经济峰值还在未来，官方认定更晚。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,3,18,29,EVIDENCE,9·11发生在2001年1月首降之后，不能把它当成当时政策决定的原始理由。,9·11：POST_ANCHOR_SHOCK,FIG-CTX-B04_CTX_03,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,9·11发生在2001年1月首降之后，不能把它当成当时政策决定的原始理由。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,4,29,40,EVIDENCE,2007年的衰退起点同样是后来由NBER事后定年，不能倒灌到9月首降当时。,2007衰退定年：RETROSPECTIVE,FIG-CTX-B05_CTX_03,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,2007年的衰退起点同样是后来由NBER事后定年，不能倒灌到9月首降当时。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,5,40,51,EVIDENCE,2019年7月首降时的官方语境是全球发展和较低通胀压力；2020衰退定年属于后来信息。,2020衰退：RETROSPECTIVE,FIG-CTX-B06_CTX_02,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,2019年7月首降时的官方语境是全球发展和较低通胀压力；2020衰退定年属于后来信息。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,6,51,62,EVIDENCE,COVID是2019年首降之后的新冲击，不能被写成2019年7月的降息理由。,COVID：POST_ANCHOR_SHOCK,FIG-CTX-B06_CTX_03,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,COVID是2019年首降之后的新冲击，不能被写成2019年7月的降息理由。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-04-HINDSIGHT-TRAPS,7,62,72,BOUNDARY,所以历史研究要区分当时可知、事后定年和后续冲击。这不是对当前是否会衰退的预测。,当时可知 ≠ 后来才知道,,CLM-CTX-B04_CTX_02|CLM-CTX-B04_CTX_03|CLM-CTX-B05_CTX_03|CLM-CTX-B06_CTX_02|CLM-CTX-B06_CTX_03|CLM-CTX-B07_CTX_02,REVERIFY_BEFORE_CURRENT_USE,所以历史研究要区分当时可知、事后定年和后续冲击。这不是对当前是否会衰退的预测。,closing card + caption,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,1,0,7,HOOK,一年后是正收益，不代表持有过程中没有深回撤，也不代表很快恢复。,收益终点 ≠ 持有路径,,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,一年后是正收益，不代表持有过程中没有深回撤，也不代表很快恢复。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,2,7,18,EVIDENCE,首降后标普500+12个月中位数+11.0%，但最大回撤中位数仍有14.0%。,S&P：+12M +11.0% / MDD 14.0%,FIG-PHASE-SP500-FIRST_CUT,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,首降后标普500+12个月中位数+11.0%，但最大回撤中位数仍有14.0%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,3,18,29,EVIDENCE,纳指+12个月中位数+6.0%，最大回撤中位数17.5%。,Nasdaq：+12M +6.0% / MDD 17.5%,FIG-PHASE-NASDAQ-FIRST_CUT,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,纳指+12个月中位数+6.0%，最大回撤中位数17.5%。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,4,29,40,EVIDENCE,黄金从政策锚点到完全恢复的历史中位时间是22个月。,Gold full recovery：22个月,FIG-PHASE-GOLD-FIRST_CUT,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,黄金从政策锚点到完全恢复的历史中位时间是22个月。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,5,40,51,EVIDENCE,WTI对应的完全恢复中位时间是20个月。,WTI full recovery：20个月,FIG-PHASE-WTI-FIRST_CUT,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,WTI对应的完全恢复中位时间是20个月。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,6,51,62,SYNTHESIS,五个完整支持资产里，FIRST_CUT相对PAUSE是3个更慢、2个相同、0个更快。,Recovery Clock：3慢 / 2同 / 0快,FIG-RECOVERY-FIRSTCUT-VS-PAUSE,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,五个完整支持资产里，FIRST_CUT相对PAUSE是3个更慢、2个相同、0个更快。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-05-RECOVERY-CLOCK,7,62,72,BOUNDARY,所以终点收益、途中回撤和恢复时间必须分开理解。以上是历史风险分布，不是未来恢复时间预测。,三种风险对象，不能混成一个收益率,,CLM-SYNTH-017-FIRSTCUT-RECOVERY|CLM-PHASE-DXY-FIRST_CUT|CLM-PHASE-GOLD-FIRST_CUT|CLM-PHASE-NASDAQ-FIRST_CUT|CLM-PHASE-SP500-FIRST_CUT|CLM-PHASE-WTI-FIRST_CUT,STATIC_UNLESS_UPSTREAM_REBUILT,所以终点收益、途中回撤和恢复时间必须分开理解。以上是历史风险分布，不是未来恢复时间预测。,closing card + caption,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,1,0,7,HOOK,1987到1989，并不是一条干净的“加息—暂停—降息”直线。,1987–89：不是一个标准单周期,,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,1987到1989，并不是一条干净的“加息—暂停—降息”直线。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,2,7,18,STRUCTURE,我们的机械周期定义里，B02由T03_1987、T04_1987和T05_1988三个独立子周期构成。,T03 / T04 / T05 三个子周期,FIG-CASE-B02,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,我们的机械周期定义里，B02由T03_1987、T04_1987和T05_1988三个独立子周期构成。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,3,18,29,CONTEXT,1987年10月的Black Monday发生在这些子周期之间。,Black Monday：1987-10-19,FIG-CASE-B02,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,1987年10月的Black Monday发生在这些子周期之间。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,4,29,40,CONTEXT,随后Fed的流动性支持属于明确的金融稳定语境。,Liquidity response = 金融稳定语境,FIG-CASE-B02,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,随后Fed的流动性支持属于明确的金融稳定语境。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,5,40,51,METHOD,如果为了讲故事把它们压成一条FIRST_HIKE到FIRST_CUT直线，会把不同政策腿和冲击混在一起。,不要人为构造 synthetic cycle,FIG-CASE-B02,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,如果为了讲故事把它们压成一条FIRST_HIKE到FIRST_CUT直线，会把不同政策腿和冲击混在一起。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,6,51,62,SYNTHESIS,这个案例最重要的不是某个收益数字，而是先把周期边界和时间线划对。,周期定义本身就是研究的一部分,FIG-CASE-B02,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,这个案例最重要的不是某个收益数字，而是先把周期边界和时间线划对。,retain figure footer when evidence figure shown,9:16_PRODUCTION_PLAN_ONLY,False
CNT-06-1987-MULTI-LEG,7,62,72,BOUNDARY,这是历史结构说明，不是对当前Fed周期的类比或预测。,历史结构 ≠ 当前类比预测,,CLM-CASE-B02|CLM-CTX-B02_CTX_01|CLM-CTX-B02_CTX_02|CLM-CTX-B02_CTX_03,STATIC_SOURCE_AUDIT,这是历史结构说明，不是对当前Fed周期的类比或预测。,closing card + caption,9:16_PRODUCTION_PLAN_ONLY,False
