claim_id,claim_family,claim_status,title_short,canonical_wording,asset,phase,broad_episode_id,metric_payload,sample_descriptor,support_status,evidence_class,evidence_time,source_modules,source_files,official_source_urls,allowed_wording,prohibited_wording,freshness_rule,figure_key,content_tags,causal_status,oos_status,deployment_status
CLM-PHASE-NASDAQ-PAUSE_START,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,NASDAQ × PAUSE_START historical path,"Across the supported historical broad-episode sample, NASDAQ around PAUSE_START had a broad-episode-weighted median +12M endpoint of +28.09%, a 12M maximum-drawdown magnitude of 4.00%, a median drawdown trough in month 7, and an anchor-to-full-recovery Kaplan-Meier median of 10 months.",NASDAQ,PAUSE_START,,"{""ret_12m"":0.2809224830148513,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.0400497902086219,""trough_month"":7.0,""anchor_to_full_recovery_months"":10.0,""n_legs"":7,""n_broad_episodes"":7}",7 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-NASDAQ-PAUSE_START,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-NASDAQ-FIRST_CUT,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,NASDAQ × FIRST_CUT historical path,"Across the supported historical broad-episode sample, NASDAQ around FIRST_CUT had a broad-episode-weighted median +12M endpoint of +6.04%, a 12M maximum-drawdown magnitude of 17.48%, a median drawdown trough in month 8, and an anchor-to-full-recovery Kaplan-Meier median of 15 months.",NASDAQ,FIRST_CUT,,"{""ret_12m"":0.0603518810736396,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.1748242325021655,""trough_month"":8.0,""anchor_to_full_recovery_months"":15.0,""n_legs"":10,""n_broad_episodes"":7}",10 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-NASDAQ-FIRST_CUT,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI|VIDEO_HOOK|SHORT_VIDEO|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-SP500-FIRST_HIKE,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,SP500 × FIRST_HIKE historical path,"Across the supported historical broad-episode sample, SP500 around FIRST_HIKE had a broad-episode-weighted median +12M endpoint of +7.98%, a 12M maximum-drawdown magnitude of 5.86%, a median drawdown trough in month 4, and an anchor-to-full-recovery Kaplan-Meier median of 12 months.",SP500,FIRST_HIKE,,"{""ret_12m"":0.0797900725775262,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.0586390864419136,""trough_month"":4.0,""anchor_to_full_recovery_months"":12.0,""n_legs"":10,""n_broad_episodes"":7}",10 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-SP500-FIRST_HIKE,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-SP500-LAST_HIKE,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,SP500 × LAST_HIKE historical path,"Across the supported historical broad-episode sample, SP500 around LAST_HIKE had a broad-episode-weighted median +12M endpoint of +16.65%, a 12M maximum-drawdown magnitude of 4.22%, a median drawdown trough in month 9, and an anchor-to-full-recovery Kaplan-Meier median of 12 months.",SP500,LAST_HIKE,,"{""ret_12m"":0.166536742336244,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.0421679614905226,""trough_month"":9.0,""anchor_to_full_recovery_months"":12.0,""n_legs"":10,""n_broad_episodes"":7}",10 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-SP500-LAST_HIKE,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-SP500-PAUSE_START,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,SP500 × PAUSE_START historical path,"Across the supported historical broad-episode sample, SP500 around PAUSE_START had a broad-episode-weighted median +12M endpoint of +24.64%, a 12M maximum-drawdown magnitude of 4.22%, a median drawdown trough in month 9, and an anchor-to-full-recovery Kaplan-Meier median of 14 months.",SP500,PAUSE_START,,"{""ret_12m"":0.2464173758601808,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.0421679614905226,""trough_month"":9.0,""anchor_to_full_recovery_months"":14.0,""n_legs"":7,""n_broad_episodes"":7}",7 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-SP500-PAUSE_START,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-SP500-FIRST_CUT,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,SP500 × FIRST_CUT historical path,"Across the supported historical broad-episode sample, SP500 around FIRST_CUT had a broad-episode-weighted median +12M endpoint of +10.98%, a 12M maximum-drawdown magnitude of 13.99%, a median drawdown trough in month 8, and an anchor-to-full-recovery Kaplan-Meier median of 14 months.",SP500,FIRST_CUT,,"{""ret_12m"":0.1098390609875281,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.1399472062006215,""trough_month"":8.0,""anchor_to_full_recovery_months"":14.0,""n_legs"":10,""n_broad_episodes"":7}",10 mechanical legs / 7 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-SP500-FIRST_CUT,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI|VIDEO_HOOK|SHORT_VIDEO|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-WTI-FIRST_HIKE,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,WTI × FIRST_HIKE historical path,"Across the supported historical broad-episode sample, WTI around FIRST_HIKE had a broad-episode-weighted median +12M endpoint of +22.45%, a 12M maximum-drawdown magnitude of 18.79%, a median drawdown trough in month 10, and an anchor-to-full-recovery Kaplan-Meier median of 12 months.",WTI,FIRST_HIKE,,"{""ret_12m"":0.2244625488113891,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.1879130449451944,""trough_month"":10.0,""anchor_to_full_recovery_months"":12.0,""n_legs"":8,""n_broad_episodes"":6}",8 mechanical legs / 6 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-WTI-FIRST_HIKE,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-WTI-LAST_HIKE,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,WTI × LAST_HIKE historical path,"Across the supported historical broad-episode sample, WTI around LAST_HIKE had a broad-episode-weighted median +12M endpoint of +5.01%, a 12M maximum-drawdown magnitude of 19.60%, a median drawdown trough in month 7, and an anchor-to-full-recovery Kaplan-Meier median of 29 months.",WTI,LAST_HIKE,,"{""ret_12m"":0.0500876292128587,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.195974280123008,""trough_month"":7.0,""anchor_to_full_recovery_months"":29.0,""n_legs"":8,""n_broad_episodes"":6}",8 mechanical legs / 6 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-WTI-LAST_HIKE,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-WTI-PAUSE_START,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,WTI × PAUSE_START historical path,"Across the supported historical broad-episode sample, WTI around PAUSE_START had a broad-episode-weighted median +12M endpoint of -4.57%, a 12M maximum-drawdown magnitude of 17.99%, a median drawdown trough in month 9, and an anchor-to-full-recovery Kaplan-Meier median of 17 months.",WTI,PAUSE_START,,"{""ret_12m"":-0.0457145434704537,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.1798646597309875,""trough_month"":9.0,""anchor_to_full_recovery_months"":17.0,""n_legs"":6,""n_broad_episodes"":6}",6 mechanical legs / 6 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-WTI-PAUSE_START,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-PHASE-WTI-FIRST_CUT,CORE_PHASE_DISTRIBUTION,CANONICAL_PUBLIC_SAFE,WTI × FIRST_CUT historical path,"Across the supported historical broad-episode sample, WTI around FIRST_CUT had a broad-episode-weighted median +12M endpoint of -16.94%, a 12M maximum-drawdown magnitude of 22.23%, a median drawdown trough in month 11, and an anchor-to-full-recovery Kaplan-Meier median of 20 months.",WTI,FIRST_CUT,,"{""ret_12m"":-0.1693535707285762,""path_risk_metric"":""MDD_12M"",""path_risk_value"":0.2223312988177045,""trough_month"":11.0,""anchor_to_full_recovery_months"":20.0,""n_legs"":8,""n_broad_episodes"":6}",8 mechanical legs / 6 broad episodes,PRIMARY_SUPPORTED,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021|PHASE-CLOCK-004|FED-CYCLE-TOTAL-RISK-CLOCK-017,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED,Use as a historical descriptive distribution with sample/support stated or available; endpoint and path risk must remain distinct.,Do not say the Fed phase caused the return; do not call the trough month a forecast; do not convert the median into a trading/allocation instruction.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-PHASE-WTI-FIRST_CUT,LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|PANDAAI|VIDEO_HOOK|SHORT_VIDEO|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B02,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,1987-89 is a multi-leg episode,"The 1987-1989 broad episode B02 contains three separate mechanical tightening/easing sub-cycles (T03_1987, T04_1987 and T05_1988); the canonical casebook preserves them separately rather than constructing one synthetic FIRST_HIKE-to-FIRST_CUT policy path.",,,B02,"{""n_mechanical_cycles"":3,""cycle_ids"":[""T03_1987"",""T04_1987"",""T05_1988""]}",B02 / 3 mechanical sub-cycles,CANONICAL_STRUCTURE,DESCRIPTIVE,RETROSPECTIVE_CHRONOLOGY,FED-CYCLE-HISTORICAL-CASEBOOK-022,results/fed_cycle_historical_casebook_v1/CASEBOOK_EPISODES.csv,N/A_REPO_DERIVED,Use to explain that 1987-89 is structurally more complex than a single standard tightening cycle.,Do not aggregate B02 into one fictitious policy path or treat its three sub-cycles as three independent broad episodes.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B03,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,B03 FIRST_CUT four-asset path,"In the 1994-1995 tightening/easing cycle (T06_1994) FIRST_CUT case, GOLD +12M -1.29%, 12M MDD 5.43%, trough month 12; NASDAQ +12M +22.03%, 12M MDD 9.42%, trough month 12; SP500 +12M +19.42%, 12M MDD 3.65%, trough month 12; WTI +12M +17.00%, 12M MDD 13.12%, trough month 11.",,FIRST_CUT,B03,"{""GOLD"":{""ret_12m"":-0.0128865979381442,""mdd_12m"":0.054320987654321,""trough_month"":12},""NASDAQ"":{""ret_12m"":0.2202753454360104,""mdd_12m"":0.0941613420880245,""trough_month"":12},""SP500"":{""ret_12m"":0.1941514353281228,""mdd_12m"":0.0365423720724417,""trough_month"":12},""WTI"":{""ret_12m"":0.1699978657905629,""mdd_12m"":0.1312220232766339,""trough_month"":11}}",B03 / one mechanical cycle / four core assets,CASE_DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-HISTORICAL-CASEBOOK-022|FED-CYCLE-PHASE-CLOCK-004,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED,Use as a dated historical case path; pair with 022A context when explaining why the episode differed from another episode.,Do not call this the correct current analog; do not attribute the asset path causally to the first cut; do not omit later-shock caveats where 022A identifies them.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B03,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B04,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,B04 FIRST_CUT four-asset path,"In the 1999-2001 tightening/easing cycle (T07_1999) FIRST_CUT case, GOLD +12M +4.06%, 12M MDD 4.06%, trough month 3; NASDAQ +12M -25.62%, 12M MDD 40.80%, trough month 8; SP500 +12M -14.33%, 12M MDD 21.51%, trough month 8; WTI +12M -31.47%, 12M MDD 34.30%, trough month 11.",,FIRST_CUT,B04,"{""GOLD"":{""ret_12m"":0.0405904059040589,""mdd_12m"":0.040590405904059,""trough_month"":3},""NASDAQ"":{""ret_12m"":-0.2562408784576868,""mdd_12m"":0.40804215504697,""trough_month"":8},""SP500"":{""ret_12m"":-0.1432997573297205,""mdd_12m"":0.2151019302810527,""trough_month"":8},""WTI"":{""ret_12m"":-0.3147159114251674,""mdd_12m"":0.3430163134968517,""trough_month"":11}}",B04 / one mechanical cycle / four core assets,CASE_DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-HISTORICAL-CASEBOOK-022|FED-CYCLE-PHASE-CLOCK-004,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED,Use as a dated historical case path; pair with 022A context when explaining why the episode differed from another episode.,Do not call this the correct current analog; do not attribute the asset path causally to the first cut; do not omit later-shock caveats where 022A identifies them.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B04,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B05,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,B05 FIRST_CUT four-asset path,"In the 2004-2007 tightening/easing cycle (T08_2004) FIRST_CUT case, GOLD +12M +24.81%, 12M MDD 14.26%, trough month 12; NASDAQ +12M -13.15%, 12M MDD 20.67%, trough month 12; SP500 +12M -16.33%, 12M MDD 20.96%, trough month 12; WTI +12M +43.89%, 12M MDD 22.23%, trough month 12.",,FIRST_CUT,B05,"{""GOLD"":{""ret_12m"":0.2481203007518797,""mdd_12m"":0.1425619834710744,""trough_month"":12},""NASDAQ"":{""ret_12m"":-0.1314592525625789,""mdd_12m"":0.2067164153986956,""trough_month"":12},""SP500"":{""ret_12m"":-0.1633379162485054,""mdd_12m"":0.2095502314858965,""trough_month"":12},""WTI"":{""ret_12m"":0.4389153710985953,""mdd_12m"":0.2223312988177045,""trough_month"":12}}",B05 / one mechanical cycle / four core assets,CASE_DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-HISTORICAL-CASEBOOK-022|FED-CYCLE-PHASE-CLOCK-004,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED,Use as a dated historical case path; pair with 022A context when explaining why the episode differed from another episode.,Do not call this the correct current analog; do not attribute the asset path causally to the first cut; do not omit later-shock caveats where 022A identifies them.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B05,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B06,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,B06 FIRST_CUT four-asset path,"In the 2015-2019 tightening/easing cycle (T09_2015) FIRST_CUT case, GOLD +12M +35.91%, 12M MDD 2.65%, trough month 4; NASDAQ +12M +34.18%, 12M MDD 17.48%, trough month 8; SP500 +12M +10.98%, 12M MDD 19.09%, trough month 8; WTI +12M -25.52%, 12M MDD 72.34%, trough month 9.",,FIRST_CUT,B06,"{""GOLD"":{""ret_12m"":0.3590875643855775,""mdd_12m"":0.0264725347452018,""trough_month"":4},""NASDAQ"":{""ret_12m"":0.3417567873364013,""mdd_12m"":0.1748242325021655,""trough_month"":8},""SP500"":{""ret_12m"":0.1098390609875281,""mdd_12m"":0.1909000914287328,""trough_month"":8},""WTI"":{""ret_12m"":-0.2551716681982429,""mdd_12m"":0.7233610635672492,""trough_month"":9}}",B06 / one mechanical cycle / four core assets,CASE_DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-HISTORICAL-CASEBOOK-022|FED-CYCLE-PHASE-CLOCK-004,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED,Use as a dated historical case path; pair with 022A context when explaining why the episode differed from another episode.,Do not call this the correct current analog; do not attribute the asset path causally to the first cut; do not omit later-shock caveats where 022A identifies them.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B06,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CASE-B07,HISTORICAL_CASE,CANONICAL_PUBLIC_SAFE,B07 FIRST_CUT four-asset path,"In the 2022-2024 tightening/easing cycle (T10_2022) FIRST_CUT case, GOLD +12M +48.50%, 12M MDD 1.56%, trough month 3; NASDAQ +12M +28.49%, 12M MDD 15.49%, trough month 7; SP500 +12M +20.19%, 12M MDD 11.08%, trough month 7; WTI +12M -16.59%, 12M MDD 18.93%, trough month 8.",,FIRST_CUT,B07,"{""GOLD"":{""ret_12m"":0.4850202429149797,""mdd_12m"":0.0156133828996282,""trough_month"":3},""NASDAQ"":{""ret_12m"":0.2849341507528564,""mdd_12m"":0.1548604932549572,""trough_month"":7},""SP500"":{""ret_12m"":0.2018547277797222,""mdd_12m"":0.1108177848216077,""trough_month"":7},""WTI"":{""ret_12m"":-0.1659312237369533,""mdd_12m"":0.1892926509619752,""trough_month"":8}}",B07 / one mechanical cycle / four core assets,CASE_DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE_PATH,FED-CYCLE-HISTORICAL-CASEBOOK-022|FED-CYCLE-PHASE-CLOCK-004,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED,Use as a dated historical case path; pair with 022A context when explaining why the episode differed from another episode.,Do not call this the correct current analog; do not attribute the asset path causally to the first cut; do not omit later-shock caveats where 022A identifies them.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-CASE-B07,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|IMAGE_CARD|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B02_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B02 context: RETROSPECTIVE_EVENT_CONTEXT,"Federal Reserve History records Black Monday on 1987-10-19, when the DJIA fell 22.6% in one session amid a global market crash.",,,B02,"{""event_date_or_period"":""1987-10-19"",""relationship_to_first_cut"":""AFTER_T03_BEFORE_T04_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2013-11-22""}",Official-source context claim / B02,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987,Use as dated market-stress context between B02 sub-cycles. Hindsight warning: The source is retrospective; the crash itself was contemporaneously observable.,Do not claim the crash was caused by the Fed path or that later B02 cuts were mechanically determined by this event.,STATIC_SOURCE_AUDIT,FIG-CTX-B02_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B02_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B02 context: RETROSPECTIVE_EVENT_CONTEXT,Federal Reserve History records the Fed's public readiness to provide liquidity after Black Monday and describes operational efforts to support market functioning.,,,B02,"{""event_date_or_period"":""1987-10-20"",""relationship_to_first_cut"":""AFTER_T03_BEFORE_T04_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2013-11-22""}",Official-source context claim / B02,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987,"Use to explain the financial-stability response surrounding the 1987 sub-cycle. Hindsight warning: The historical essay was written later, although the liquidity statement was public on 1987-10-20.",Do not equate liquidity support with a validated asset-bottom signal.,STATIC_SOURCE_AUDIT,FIG-CTX-B02_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
